,Buildings,Dynamic Cars,Dynamic Pedestrians,Inside Car,Nature,Roads,Static Cars,Static Pedestrians,Street Objects,Traffic Lights,Traffic Signs
ac578eee8a564b7eadf1b30c60fdd7ec,18.480000000000004,0.957,0.396,5.643000000000001,8.745,14.619,0.0,0.0,1.617,8.91,0.0
cdf2228939c84a0db6c2b8a212d14c26,1.32,0.0,0.0,49.467000000000006,0.264,9.569999999999999,0.0,0.0,0.0,3.366,0.0
6dc65a1df7e5443f84ceb555466de2a6,2.6399999999999997,0.0,0.0,36.432,0.0,18.216,0.0,0.0,0.0,1.386,0.0
38b4f15ecd63440bb74c89747a35c01b,15.576,0.0,0.0,30.591,3.003,8.019,0.0,0.0,0.726,3.366,0.0
a168a4a4ddaa4066a46524ead28b308e,0.0,0.0,0.0,51.150000000000006,0.0,17.985,0.0,0.0,0.0,3.531,0.0
e3ac5977583c43ee9bfb3060370f55d0,21.912,0.264,0.759,14.355,2.475,3.6959999999999997,0.0,0.0,1.782,6.171,0.0
7e59d187d36d4beda8de6c3b9cb56c5c,0.297,0.0,0.0,30.195,0.0,35.607,0.0,0.0,0.0,1.122,0.0
b0598cdff618431ca715c08b1b84ba51,8.118,0.0,0.0,23.991000000000003,0.33,17.259,0.0,0.0,0.0,3.333,0.0
62005c6ca81b4b83a165d8b4b8c3a4d1,0.5609999999999999,0.0,0.0,30.69,0.0,28.347,0.0,0.0,0.0,4.62,0.0
816924b9e71043129efbe8bd87964c79,40.854000000000006,0.0,0.0,1.254,5.841,0.264,0.0,0.0,0.495,9.042,0.0
4ad789912e9146698ad5dd761d3a167d,5.049,0.0,0.0,27.357000000000003,0.0,16.764,0.0,0.0,0.792,5.577,0.0
a2aaafdde3a04b979cae8d096f26df59,15.081,0.0,0.0,30.261,2.904,3.498,0.0,0.264,0.396,4.323,0.0
408a204f37b24860b1009b12efe7e997,11.748000000000001,0.0,4.818,5.907,2.9370000000000003,28.347,0.0,0.0,2.0460000000000003,8.25,3.7290000000000005
